01/11/07 00:00:20 1.446910 1.447000
01/11/07 00:00:27 1.446860 1.446950
01/11/07 00:00:27 1.446810 1.446900
01/11/07 00:00:28 1.446910 1.447000
01/11/07 00:00:37 1.446900 1.446990
01/11/07 00:00:43 1.446870 1.446960
01/11/07 00:00:44 1.446860 1.446950
01/11/07 00:00:46 1.446800 1.446890
01/11/07 00:00:53 1.446800 1.446890
01/11/07 00:00:54 1.446760 1.446850
01/11/07 00:00:57 1.446900 1.446990
01/11/07 00:01:09 1.446860 1.446950
01/11/07 00:01:20 1.446860 1.446950
01/11/07 00:01:20 1.446800 1.446890
01/11/07 00:01:22 1.446850 1.446940
01/11/07 00:01:32 1.446850 1.446940
01/11/07 00:01:38 1.446910 1.447000
01/11/07 00:01:48 1.446950 1.447040
01/11/07 00:01:54 1.446960 1.447050
01/11/07 00:02:29 1.446910 1.447000
01/11/07 00:02:40 1.446910 1.447000
01/11/07 00:02:41 1.446910 1.447000
01/11/07 00:03:39 1.446910 1.447000
01/11/07 00:03:52 1.446910 1.447000
01/11/07 00:04:21 1.446910 1.447000
01/11/07 00:04:21 1.446950 1.447040
01/11/07 00:04:31 1.446960 1.447050
01/11/07 00:04:40 1.446910 1.447000
01/11/07 00:04:41 1.447010 1.447100
01/11/07 00:04:41 1.447010 1.447100
01/11/07 00:04:43 1.446960 1.447050
01/11/07 00:04:44 1.447010 1.447100
01/11/07 00:05:09 1.447050 1.447140
01/11/07 00:05:10 1.447080 1.447170
01/11/07 00:05:13 1.447060 1.447150
01/11/07 00:05:55 1.447110 1.447200
01/11/07 00:06:33 1.447060 1.447150
01/11/07 00:06:40 1.447010 1.447100
01/11/07 00:07:05 1.447010 1.447100
01/11/07 00:07:05 1.447010 1.447100
01/11/07 00:07:07 1.447010 1.447100
01/11/07 00:07:09 1.446940 1.447030
01/11/07 00:07:09 1.446910 1.447000
01/11/07 00:07:10 1.446940 1.447030
01/11/07 00:07:11 1.446970 1.447060
01/11/07 00:07:12 1.447010 1.447100
01/11/07 00:07:13 1.446910 1.447000
01/11/07 00:07:15 1.447010 1.447100
01/11/07 00:07:15 1.446970 1.447060
01/11/07 00:07:16 1.447010 1.447100
01/11/07 00:07:16 1.446980 1.447070
01/11/07 00:07:17 1.446960 1.447050
01/11/07 00:07:17 1.446910 1.447000
01/11/07 00:07:18 1.446940 1.447030
01/11/07 00:07:21 1.446910 1.447000
01/11/07 00:07:21 1.446940 1.447030
01/11/07 00:07:31 1.446960 1.447050
01/11/07 00:07:47 1.446910 1.447000
01/11/07 00:08:00 1.447010 1.447100
01/11/07 00:08:28 1.446910 1.447000
01/11/07 00:08:30 1.446910 1.447000
01/11/07 00:08:33 1.446910 1.447000
01/11/07 00:08:33 1.447010 1.447100
01/11/07 00:08:59 1.446910 1.447000
01/11/07 00:09:04 1.446810 1.446900
01/11/07 00:09:05 1.446910 1.447000
01/11/07 00:09:33 1.446910 1.447000
01/11/07 00:09:35 1.446910 1.447000
01/11/07 00:09:36 1.446860 1.446950
01/11/07 00:09:39 1.446860 1.446950
01/11/07 00:09:43 1.446910 1.447000
01/11/07 00:10:16 1.446960 1.447050
01/11/07 00:10:16 1.447010 1.447100
01/11/07 00:10:28 1.447010 1.447100
01/11/07 00:10:35 1.447010 1.447100
01/11/07 00:10:37 1.447060 1.447150
01/11/07 00:10:41 1.447110 1.447200
01/11/07 00:10:42 1.447010 1.447100
01/11/07 00:10:52 1.446970 1.447060
01/11/07 00:10:59 1.446910 1.447000
01/11/07 00:11:10 1.446910 1.447000
01/11/07 00:11:10 1.446960 1.447050
01/11/07 00:11:49 1.446910 1.447000
01/11/07 00:12:28 1.447000 1.447090
01/11/07 00:12:28 1.447010 1.447100
01/11/07 00:12:33 1.447060 1.447150
01/11/07 00:12:35 1.447110 1.447200
01/11/07 00:12:36 1.447080 1.447170
01/11/07 00:12:37 1.447010 1.447100
01/11/07 00:12:37 1.447050 1.447140
01/11/07 00:12:40 1.447050 1.447140
01/11/07 00:12:40 1.447080 1.447170
01/11/07 00:12:41 1.447010 1.447100
01/11/07 00:12:42 1.447010 1.447100
01/11/07 00:12:43 1.447110 1.447200
01/11/07 00:12:44 1.447010 1.447100
01/11/07 00:12:44 1.446990 1.447080
01/11/07 00:12:45 1.446970 1.447060
01/11/07 00:12:52 1.447010 1.447100
01/11/07 00:12:52 1.447010 1.447100
01/11/07 00:12:52 1.447020 1.447110
01/11/07 00:12:59 1.447010 1.447100
01/11/07 00:13:05 1.447010 1.447100
01/11/07 00:14:09 1.447010 1.447100
01/11/07 00:14:17 1.447010 1.447100
01/11/07 00:14:53 1.446970 1.447060
01/11/07 00:14:55 1.446910 1.447000
01/11/07 00:15:16 1.446810 1.446900
01/11/07 00:15:16 1.446870 1.446960
01/11/07 00:15:17 1.446860 1.446950
01/11/07 00:15:17 1.446910 1.447000
01/11/07 00:15:20 1.446810 1.446900
01/11/07 00:15:23 1.446850 1.446940
01/11/07 00:15:24 1.446880 1.446970
01/11/07 00:15:25 1.446900 1.446990
01/11/07 00:15:26 1.446910 1.447000
01/11/07 00:15:29 1.446870 1.446960
